Model units:
Name: Commander Farsight, Army Type: Tau
Name: Breacher Team, Army Type: Tau
Enemy units:
Name: Commander Farsight, Army Type: Tau
Name: Breacher Team, Army Type: Tau
Number of Lifetimes ran: 400

Iteration 0 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [8, 9.0]
Iteration 4972 ended with reward tensor([0.2000]), enemy health [5.0, 9], model health [2.0, 9.0]
Iteration 4973 ended with reward tensor([0.7000]), enemy health [0, 9], model health [0, 8.0]
Iteration 4974 ended with reward tensor([0.]), enemy health [0, 9], model health [0, 7.0]
Iteration 4975 ended with reward tensor([0.7000]), enemy health [0, 8.0], model health [0, 6.0]
Iteration 4976 ended with reward tensor([-1.]), enemy health [0, 8.0], model health [0, 6.0]
Iteration 4977 ended with reward tensor([0.7000]), enemy health [0, 7.0], model health [0, 4.0]
Iteration 4978 ended with reward tensor([0]), enemy health [0, 7.0], model health [0, 2.0]
Iteration 4979 ended with reward tensor([0.7000]), enemy health [0, 4.0], model health [0, 1.0]
Iteration 4980 ended with reward tensor([-1.]), enemy health [0, 4.0], model health [0, 1.0]
Iteration 4981 ended with reward tensor([-0.5000]), enemy health [0, 4.0], model health [0, 0]
enemy won!
Iteration 4982 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 4983 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [5.0, 9]
Iteration 4984 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [3.0, 9]
Iteration 4985 ended with reward tensor([0.7000]), enemy health [8, 8.0], model health [0.0, 8.0]
Iteration 4986 ended with reward tensor([0.7000]), enemy health [8, 7.0], model health [0.0, 6.0]
Iteration 4987 ended with reward tensor([0.7000]), enemy health [6.0, 7.0], model health [0.0, 5.0]
Iteration 4988 ended with reward tensor([0.7000]), enemy health [4.0, 7.0], model health [0.0, 4.0]
Iteration 4989 ended with reward tensor([0.7000]), enemy health [3.0, 7.0], model health [0.0, 1.0]
Iteration 4990 ended with reward tensor([1.]), enemy health [0.0, 7.0], model health [0.0, 1.0]
Iteration 4991 ended with reward tensor([-1.]), enemy health [0.0, 7.0], model health [0.0, 0]
enemy won!
Iteration 4992 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 4993 ended with reward tensor([0.2000]), enemy health [6.0, 9], model health [8, 9]
Iteration 4994 ended with reward tensor([0.4000]), enemy health [3.0, 9], model health [4.0, 9]
Iteration 4995 ended with reward tensor([0.7000]), enemy health [3.0, 8.0], model health [0.0, 9]
Iteration 4996 ended with reward tensor([0.7000]), enemy health [3.0, 4.0], model health [0.0, 8.0]
Iteration 4997 ended with reward tensor([0.7000]), enemy health [3.0, 3.0], model health [0.0, 8.0]
Iteration 4998 ended with reward tensor([0.7000]), enemy health [3.0, 2.0], model health [0.0, 7.0]
Iteration 4999 ended with reward tensor([0.7000]), enemy health [3.0, 1.0], model health [0.0, 7.0]
Iteration 5000 ended with reward tensor([1.]), enemy health [3.0, 0.0], model health [0.0, 7.0]
Iteration 5001 ended with reward tensor([1.7000]), enemy health [0, 0.0], model health [0.0, 7.0]
model won!
Iteration 5002 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 5003 ended with reward tensor([0.2000]), enemy health [6.0, 9], model health [8, 9]
Iteration 5004 ended with reward tensor([-0.3000]), enemy health [4.0, 9], model health [6.0, 9]
Iteration 5005 ended with reward tensor([0.7000]), enemy health [4.0, 8.0], model health [0, 9.0]
Iteration 5006 ended with reward tensor([0.7000]), enemy health [4.0, 6.0], model health [0, 7.0]
Iteration 5007 ended with reward tensor([0.7000]), enemy health [3.0, 6.0], model health [0, 7.0]
Iteration 5008 ended with reward tensor([0.7000]), enemy health [2.0, 6.0], model health [0, 6.0]
Iteration 5009 ended with reward tensor([0.7000]), enemy health [1.0, 6.0], model health [0, 6.0]
Iteration 5010 ended with reward tensor([-0.3000]), enemy health [0.0, 6.0], model health [0, 6.0]
Iteration 5011 ended with reward tensor([0.7000]), enemy health [0.0, 5.0], model health [0, 5.0]
Iteration 5012 ended with reward tensor([0.7000]), enemy health [0.0, 3.0], model health [0, 3.0]
Iteration 5013 ended with reward tensor([0.7000]), enemy health [0.0, 2.0], model health [0, 2.0]
Iteration 5014 ended with reward tensor([0.7000]), enemy health [0.0, 1.0], model health [0, 2.0]
Iteration 5015 ended with reward tensor([-0.5000]), enemy health [0.0, 1.0], model health [0, 0.0]
enemy won!
Iteration 5016 ended with reward tensor([0]), enemy health [8, 9], model health [5.0, 9]
Iteration 5017 ended with reward tensor([-1.]), enemy health [8, 9], model health [5.0, 9.0]
Iteration 5018 ended with reward tensor([0.9000]), enemy health [5.0, 9], model health [1.0, 9.0]
Iteration 5019 ended with reward tensor([0.7000]), enemy health [5.0, 5.0], model health [0.0, 8.0]
Iteration 5020 ended with reward tensor([0.7000]), enemy health [5.0, 4.0], model health [0.0, 8.0]
Iteration 5021 ended with reward tensor([0.7000]), enemy health [5.0, 3.0], model health [0.0, 8.0]
Iteration 5022 ended with reward tensor([0.7000]), enemy health [5.0, 1.0], model health [0.0, 8.0]
Iteration 5023 ended with reward tensor([1.]), enemy health [5.0, 0.0], model health [0, 8.0]
Iteration 5024 ended with reward tensor([1.2000]), enemy health [1.0, 0.0], model health [0, 8.0]
Iteration 5025 ended with reward tensor([2.]), enemy health [0.0, 0.0], model health [0, 8.0]
model won!
Iteration 5026 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 5027 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 5028 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [8, 9.0]
Iteration 5029 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [8, 7.0]
Iteration 5030 ended with reward tensor([0.2000]), enemy health [3.0, 9], model health [8, 6.0]
Iteration 5031 ended with reward tensor([0.4000]), enemy health [0.0, 9], model health [8, 5.0]
Iteration 5032 ended with reward tensor([0]), enemy health [0.0, 9], model health [6.0, 5.0]
Iteration 5033 ended with reward tensor([-0.5000]), enemy health [0.0, 9], model health [6.0, 3.0]
Iteration 5034 ended with reward tensor([0.5000]), enemy health [0.0, 9], model health [3.0, 3.0]
Iteration 5035 ended with reward tensor([-0.5000]), enemy health [0.0, 9], model health [1.0, 3.0]
Iteration 5036 ended with reward tensor([0.7000]), enemy health [0.0, 9.0], model health [0.0, 3.0]
Iteration 5037 ended with reward tensor([0.7000]), enemy health [0.0, 8.0], model health [0.0, 3.0]
Iteration 5038 ended with reward tensor([0.7000]), enemy health [0.0, 8.0], model health [0.0, 3.0]
Iteration 5039 ended with reward tensor([0.7000]), enemy health [0.0, 6.0], model health [0.0, 3.0]
Iteration 5040 ended with reward tensor([0.7000]), enemy health [0.0, 5.0], model health [0.0, 3.0]
Iteration 5041 ended with reward tensor([0.7000]), enemy health [0.0, 4.0], model health [0.0, 3.0]
Iteration 5042 ended with reward tensor([0.7000]), enemy health [0.0, 3.0], model health [0.0, 3.0]
Iteration 5043 ended with reward tensor([0.7000]), enemy health [0.0, 2.0], model health [0.0, 3.0]
Iteration 5044 ended with reward tensor([0.7000]), enemy health [0.0, 2.0], model health [0.0, 3.0]
Iteration 5045 ended with reward tensor([2.]), enemy health [0.0, 0.0], model health [0.0, 3.0]
model won!
Iteration 5046 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [8, 8.0]
Iteration 5047 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [8, 8.0]
Iteration 5048 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [6.0, 8.0]
Iteration 5049 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [0.0, 8.0]
Iteration 5050 ended with reward tensor([0.2000]), enemy health [3.0, 9], model health [0.0, 6.0]
Iteration 5051 ended with reward tensor([0.7000]), enemy health [3.0, 8.0], model health [0.0, 3.0]
Iteration 5052 ended with reward tensor([0.7000]), enemy health [3.0, 7.0], model health [0.0, 2.0]
Iteration 5053 ended with reward tensor([0.7000]), enemy health [3.0, 7.0], model health [0.0, 2.0]
Iteration 5054 ended with reward tensor([-1.]), enemy health [3.0, 7.0], model health [0.0, 0]
enemy won!
Iteration 5055 ended with reward tensor([0]), enemy health [8, 9], model health [5.0, 9]
Iteration 5056 ended with reward tensor([0]), enemy health [8, 9], model health [5.0, 9]
Iteration 5057 ended with reward tensor([0]), enemy health [8, 9], model health [5.0, 9]
Iteration 5058 ended with reward tensor([0.2000]), enemy health [5.0, 9], model health [5.0, 9]
Iteration 5059 ended with reward tensor([0.4000]), enemy health [1.0, 9], model health [5.0, 9]
Iteration 5060 ended with reward tensor([0.7000]), enemy health [1.0, 9], model health [1.0, 9]
Iteration 5061 ended with reward tensor([0.7000]), enemy health [1.0, 9], model health [0, 9]
Iteration 5062 ended with reward tensor([0.7000]), enemy health [1.0, 8.0], model health [0.0, 9]
Iteration 5063 ended with reward tensor([1.]), enemy health [0.0, 8.0], model health [0.0, 9]
Iteration 5064 ended with reward tensor([0.7000]), enemy health [0.0, 8.0], model health [0.0, 5.0]
Iteration 5065 ended with reward tensor([0.7000]), enemy health [0.0, 8.0], model health [0.0, 3.0]
Iteration 5066 ended with reward tensor([0.7000]), enemy health [0.0, 8.0], model health [0.0, 1.0]
Iteration 5067 ended with reward tensor([-0.5000]), enemy health [0.0, 8.0], model health [0.0, 0.0]
enemy won!
Iteration 5068 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 5069 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 5070 ended with reward tensor([0.4000]), enemy health [5.0, 9], model health [5.0, 9]
Iteration 5071 ended with reward tensor([0.7000]), enemy health [5.0, 9], model health [5.0, 6.0]
Iteration 5072 ended with reward tensor([0.7000]), enemy health [3.0, 9], model health [0.0, 6.0]
Iteration 5073 ended with reward tensor([0.7000]), enemy health [2.0, 9], model health [0.0, 6.0]
Iteration 5074 ended with reward tensor([0.7000]), enemy health [1.0, 9], model health [0.0, 6.0]
Iteration 5075 ended with reward tensor([1.]), enemy health [0.0, 9], model health [0.0, 6.0]
Iteration 5076 ended with reward tensor([0.7000]), enemy health [0.0, 7.0], model health [0.0, 3.0]
Iteration 5077 ended with reward tensor([0.7000]), enemy health [0.0, 6.0], model health [0.0, 3.0]
Iteration 5078 ended with reward tensor([0.7000]), enemy health [0.0, 6.0], model health [0.0, 1.0]
Iteration 5079 ended with reward tensor([-1.]), enemy health [0.0, 6.0], model health [0.0, 0.0]
enemy won!
Iteration 5080 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9.0]
Iteration 5081 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9.0]
Iteration 5082 ended with reward tensor([0.4000]), enemy health [4.0, 9], model health [8, 8.0]
Iteration 5083 ended with reward tensor([0.4000]), enemy health [0.0, 9], model health [8, 8.0]
Iteration 5084 ended with reward tensor([0.7000]), enemy health [0.0, 7.0], model health [3.0, 8.0]
Iteration 5085 ended with reward tensor([0.7000]), enemy health [0.0, 3.0], model health [2.0, 8.0]
Iteration 5086 ended with reward tensor([0.7000]), enemy health [0.0, 2.0], model health [2.0, 8.0]
Iteration 5087 ended with reward tensor([2.]), enemy health [0.0, 0.0], model health [0.0, 8.0]
model won!
Iteration 5088 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [5.0, 9.0]
Iteration 5089 ended with reward tensor([0.7000]), enemy health [8, 5.0], model health [0, 9.0]
Iteration 5090 ended with reward tensor([0.7000]), enemy health [8, 5.0], model health [0, 9.0]
Iteration 5091 ended with reward tensor([0.7000]), enemy health [8, 5.0], model health [0, 8.0]
Iteration 5092 ended with reward tensor([0.7000]), enemy health [8, 4.0], model health [0, 6.0]
Iteration 5093 ended with reward tensor([0.7000]), enemy health [8, 3.0], model health [0, 4.0]
Iteration 5094 ended with reward tensor([0.7000]), enemy health [8, 2.0], model health [0, 3.0]
Iteration 5095 ended with reward tensor([-0.5000]), enemy health [8, 2.0], model health [0, 0.0]
enemy won!
Iteration 5096 ended with reward tensor([0.2000]), enemy health [6.0, 9], model health [8, 9]
Iteration 5097 ended with reward tensor([0.4000]), enemy health [2.0, 9], model health [8, 9.0]
Iteration 5098 ended with reward tensor([0.4000]), enemy health [0, 9], model health [3.0, 9.0]
Iteration 5099 ended with reward tensor([0]), enemy health [0, 9], model health [0, 9.0]
Iteration 5100 ended with reward tensor([0.]), enemy health [0, 9], model health [0, 8.0]
Iteration 5101 ended with reward tensor([0.]), enemy health [0, 9], model health [0, 8.0]
Iteration 5102 ended with reward tensor([0.7000]), enemy health [0, 8.0], model health [0, 6.0]
Iteration 5103 ended with reward tensor([-0.5000]), enemy health [0, 8.0], model health [0, 4.0]
Iteration 5104 ended with reward tensor([0.7000]), enemy health [0, 6.0], model health [0, 3.0]
Iteration 5105 ended with reward tensor([0.7000]), enemy health [0, 4.0], model health [0, 3.0]
Iteration 5106 ended with reward tensor([0.7000]), enemy health [0, 3.0], model health [0, 2.0]
Iteration 5107 ended with reward tensor([-0.5000]), enemy health [0, 2.0], model health [0, 2.0]
Iteration 5108 ended with reward tensor([-0.5000]), enemy health [0, 2.0], model health [0, 0]
enemy won!
Iteration 5109 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 5110 ended with reward tensor([0.2000]), enemy health [4.0, 9], model health [8, 9]
Iteration 5111 ended with reward tensor([0.2000]), enemy health [2.0, 9], model health [8, 8.0]
Iteration 5112 ended with reward tensor([0.2000]), enemy health [0.0, 9], model health [8, 8.0]
Iteration 5113 ended with reward tensor([0]), enemy health [0.0, 9], model health [8, 8.0]
Iteration 5114 ended with reward tensor([0.]), enemy health [0.0, 9], model health [2.0, 8.0]
Iteration 5115 ended with reward tensor([-0.5000]), enemy health [0.0, 9], model health [0, 8.0]
Iteration 5116 ended with reward tensor([-1.]), enemy health [0.0, 9], model health [0, 7.0]
Iteration 5117 ended with reward tensor([0.7000]), enemy health [0.0, 9.0], model health [0, 5.0]
Iteration 5118 ended with reward tensor([-1.]), enemy health [0.0, 9.0], model health [0, 5.0]
Iteration 5119 ended with reward tensor([-1.]), enemy health [0.0, 9.0], model health [0, 0.0]
enemy won!
Iteration 5120 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 5121 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 5122 ended with reward tensor([0.4000]), enemy health [4.0, 9], model health [8, 9]
Iteration 5123 ended with reward tensor([0.7000]), enemy health [3.0, 9], model health [2.0, 9]
Iteration 5124 ended with reward tensor([0.7000]), enemy health [3.0, 6.0], model health [0.0, 9]
Iteration 5125 ended with reward tensor([0.7000]), enemy health [3.0, 5.0], model health [0.0, 9]
Iteration 5126 ended with reward tensor([0.7000]), enemy health [3.0, 3.0], model health [0.0, 9]
Iteration 5127 ended with reward tensor([0.7000]), enemy health [3.0, 2.0], model health [0.0, 9]
Iteration 5128 ended with reward tensor([0.7000]), enemy health [3.0, 1.0], model health [0.0, 9]
Iteration 5129 ended with reward tensor([1.]), enemy health [3.0, 0], model health [0.0, 9]
Iteration 5130 ended with reward tensor([2.]), enemy health [0.0, 0], model health [0.0, 8.0]
model won!
Iteration 5131 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 5132 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 5133 ended with reward tensor([0.2000]), enemy health [2.0, 9], model health [8, 8.0]
Iteration 5134 ended with reward tensor([0]), enemy health [2.0, 9], model health [8, 6.0]
Iteration 5135 ended with reward tensor([0.4000]), enemy health [0.0, 9], model health [8, 6.0]
Iteration 5136 ended with reward tensor([-1.]), enemy health [0.0, 9], model health [2.0, 6.0]
Iteration 5137 ended with reward tensor([-0.5000]), enemy health [0.0, 9], model health [0.0, 6.0]
Iteration 5138 ended with reward tensor([0.7000]), enemy health [0.0, 7.0], model health [0.0, 5.0]
Iteration 5139 ended with reward tensor([0.7000]), enemy health [0.0, 6.0], model health [0.0, 4.0]
Iteration 5140 ended with reward tensor([0.7000]), enemy health [0.0, 6.0], model health [0.0, 4.0]
Iteration 5141 ended with reward tensor([0.7000]), enemy health [0.0, 5.0], model health [0.0, 3.0]
Iteration 5142 ended with reward tensor([0.7000]), enemy health [0.0, 4.0], model health [0.0, 3.0]
Iteration 5143 ended with reward tensor([0.7000]), enemy health [0.0, 4.0], model health [0.0, 2.0]
